ticker,GICS,volatility63Days,return21Days,IR21Days,return252Days,IR252Days,medianDollarVolume21Days,shortInterestFloat,Sales,Operating Income,SG&A,R&D,Interest Expense,Operating Expense,Earnings,Dividend,Depreciation,Operating Cash Flow,Capital Expenditure,Short Term Debt,Long Term Debt,Long Liabilities,Assets,Equity,Cash,Working Capital,ROA,Profit Margin,Operating Margin,R&D/Sales,Sales Variability,Earnings Variability,Sales Growth,Earnings Growth,FCF,Accrual Ratio,outstandingShares,Market Cap,Operating Income Before Depreciation,Income Tax,Minority Interest,Preferred Stock,Sales Growth (1Y),Sales Growth (2Y),Sales Growth (3Y),Debt/Equity,ROE,EBIT,TEV,EBIT/TEV,E/P,S/P,B/P,CF/P,FCF/P,EBIT/P,Sales Growth (4Y),Sales Growth (5Y),Earnings Growth (1Y),Earnings Growth (2Y),Earnings Growth (3Y),Earnings Growth (4Y),Earnings Growth (5Y),Market Leverage,Size (Assets),Size (Market Cap),Earnings Yield,Volatility,Book Leverage,Profitability(ROA),Profitability(ROE),Accrual,Neg Sales Yield,Book Yield,Dividend Yield,Variability,prof_low
SBUX,25301040,0.021605091,-0.000437015,0.220482428,-0.191753306,-0.732904635,794406571.7,0.010901643,26.63704371,4.021339126,1.703297042,-0.508533802,0.398332494,21.38853033,3.735552695,1.871442528,1.227174245,4.484927082,1.44111179,2.803449172,18.79096975,32.74347864,25.15079296,-7.598578733,3.462605078,-1.354710114,0.148526239,0.140239012,0.150967922,0,0.156006423,0.820672145,0.310562712,-0.133020439,3.043815292,0.027503602,1146900000,1.0493E+11,5.248513371,1.006952928,0.005893058,0,0.318146627,0.095082548,0.108568276,,,6.2554663,109.6277069,-0.236706321,0.040830175,0.291147051,-0.083053653,0.049020954,0.049020954,0.068373224,0.130157671,0.122955611,3.47413761,0.152949901,0.173581627,0.051554664,0.132140434,-0.462412983,-0.27222177,2.303948396,-0.247972671,-0.207110078,3,1.242879151,1.41E-16,0.550392924,0.412847813,-1.191732472,0.121123692,-0.289453804,0
APD,15101040,0.017824746,0.077956123,3.266760361,-0.103635923,-0.433254289,350237708,0.009492038,51.16294336,10.02412974,4.363977306,-0.404000835,0.748681264,35.13274297,10.04336291,5.97101487,6.006070646,13.7507742,11.99865976,3.116404494,30.32853933,58.15280899,123.3694382,62.71955056,14.37123596,13.68224719,0.08140884,0.196301508,0.195925588,0.008423366,0.125116884,0.089784657,-0.112461399,-0.953530248,1.752114439,0.067206665,221773327,55423372151,16.03020039,2.080670119,2.497078652,0,0.229172058,0.12507556,0.080327421,0.53324591,0.160131296,18.11087051,271.4807865,-0.120386728,0.040187919,0.204725475,0.250968551,0.055022905,0.055022905,0.072469571,0.066926836,0.077497844,0.183502291,0.071079004,0.093986195,0.179991089,-0.070119978,-0.493487222,-0.285656881,0.841857312,-0.25621734,-0.503913171,-0.356306479,0.439924213,0.064729299,1.227270557,0.550418278,-0.36347716,0.269980659,-0.942498023,0
JPM/PJ,40101010,0.007759694,-0.040952779,-3.18782078,-0.101022901,-1.252501438,2874505.44,2.07E-05,41.9324031,24.22400456,14.41971631,-0.508533802,0,15.15022373,14.08261666,4.363059957,2.558174813,26.68842204,0,94.41261322,101.1700772,1230.723918,1326.630996,84.89131164,354.3800738,0,0.010615323,0.335840916,0.577691779,0,,,-0.927866926,-0.385541413,26.68842204,-0.009502119,2937050466,67405308195,26.78217937,3.196548224,0,11.01576652,-0.010124854,,,2.303918818,0.165889964,29.9787276,-124.8316169,0.016562245,0.613621641,1.827119961,3.698967827,1.162894207,1.162894207,1.30626264,,,0.069892554,,,,,3,3,1.195723546,2.96572736,-1.294142397,-0.195049478,-0.407009747,0.089793163,-0.080499082,-2.032195615,3,3,0.072391239,0
SEAS,25301030,0.02870746,0.086081121,2.078394349,0.514855515,1.131731821,53408943.75,0.082099038,20.33057224,5.809383356,2.54289386,-0.508533802,1.413790903,12.59815456,3.667417087,0,1.923034328,7.014890238,1.899749323,0.200439014,29.3856051,36.10495345,34.08923093,-2.015722522,5.032952502,0.871799958,0.107582864,0.18038927,0.28574618,0,0.565407956,18.61685023,-0.295204898,3,5.115140915,-0.042468656,74349564,5534581544,7.732417684,-0.025486409,0,0,2.537407989,0.102566372,0.084177444,,,7.706931275,98.99309161,0.013908783,0.049266753,0.273113544,-0.027078486,0.094235495,0.094235495,0.103532124,0.07836624,0.057860402,,1.073489798,0.672259878,,0.97841059,-0.428158695,-0.510199226,-0.631523818,-0.139671862,0.350512384,3,0.753055556,1.41E-16,-0.642529069,0.441554509,-1.052934126,-0.764662969,3,0
HAS,25202010,0.019374833,-0.089074909,-3.215525437,-0.101565649,-0.283724708,95034645.75,0.050433317,46.66677598,6.378390255,16.1035115,0.112156541,1.25086821,38.30824258,2.693017385,2.709011756,1.980143141,4.149233295,0.995806147,2.184097421,27.69484241,45.9491404,68.18553009,21.81948424,7.578080229,8.684097421,0.039495438,0.05770738,0.136679471,0.050015818,0.267955211,1.165855058,-0.526328575,-1.064551831,3.153427148,-0.006752309,138220600,11732164528,8.358533396,1.098045061,0.416905444,0,0.173580061,0.094833632,0.089079162,1.369369665,0.123422596,9.456578457,107.597765,0.134863959,0.031727349,0.549797078,0.257062727,0.048883521,0.048883521,0.111411151,0.037545296,0.033024073,-0.091444768,-0.093941573,-0.015252342,0.125458792,-0.09748744,-0.411651412,-0.447879314,-0.448488677,-0.364826137,-0.38221249,-0.28015983,-0.061504239,-0.095040601,-0.033618949,0.001114934,-0.348365789,0.617412594,0.555695666,0
WBD,50201020,0.039862152,-0.147742818,-3.698937654,-0.382862803,-0.86000026,177796698.4,0.10211088,18.9198911,3.160684226,5.765841343,-0.508533802,0.938617502,13.12887883,2.01450456,0,2.630328052,4.298299468,0.554492303,1.193984962,20.45864662,30.43157895,50.82556391,17.99849624,6.335338346,5.430075188,0.039635656,0.106475484,0.167056153,0,0.095856095,0.662875616,0.249393594,-0.622480137,3.743807165,-0.034024268,660848122,16468335200,5.791012278,0.498329527,2.395488722,0,0.170811228,0.094421049,0.072159853,1.20302448,0.111926271,6.289341806,42.63278195,0.853667388,0.080838867,0.759225165,0.722251053,0.172483927,0.172483927,0.252381292,0.098773893,0.116382436,0.369593857,-0.166162995,0.137844908,,0.011485788,-0.203792927,-0.229326426,-0.308613879,0.265621069,1.226291625,-0.295309057,-0.059826752,-0.14507688,-0.498564923,-0.332263841,0.80513448,-0.764662969,-0.722135669,0
PINS,50203010,0.045624432,-0.054552439,-0.663897582,-0.706674613,-1.766214306,242649602.9,0.049118264,3.90240078,0.569975892,2.536169999,3,0,3.291471409,0.481208481,0,0.040953479,1.022632751,0.021762827,0,0.308371607,0.69802207,5.416647004,4.718624933,4.07867115,4.539186389,0.088838811,0.123310882,0.146057754,0.301843477,0.320220452,,2.28673274,0.024848063,1.000869925,-0.095937846,662254411,16298081055,0.610929371,0.010159471,0,0,0.303583744,0.335312953,,0.065352006,0.101980659,0.621088842,20.83970046,-0.565253481,0.019553372,0.158569719,0.19173608,0.041553545,0.041553545,0.025237255,,,,,,,,-0.546871349,-0.500677939,-0.313642048,-0.52110414,1.678700752,-0.398918058,0.52881222,-0.188363875,-1.554098503,0.623891466,-0.510352451,-0.764662969,0.745022201,0
DISH,50201030,0.028232323,0.021626856,0.952491576,-0.155774873,-0.241225272,64870690.15,0.096111273,27.81965537,4.537150236,3.693528503,-0.486116009,0.026543929,22.16614257,3.475774694,0,1.11636256,5.672030753,2.669328898,5.768994611,31.10410231,51.54997879,77.30396091,25.10566091,5.083119393,-4.324276085,0.04496244,0.124939531,0.163091533,0.001806447,0.123084513,0.353945186,-0.998112591,-0.542365192,3.002701855,0.006119646,529181900,16748607135,5.653512796,1.085786396,0.648321209,0,-0.008517349,0.092743797,0.031100593,1.46871644,0.138445855,6.739299193,64.08829874,0.343003212,0.109819106,0.878978053,0.793227833,0.179211082,0.179211082,0.212932044,-0.000505923,-0.017673386,-0.103663781,0.293100312,0.057222933,-0.034686697,0.031234585,-0.114309071,-0.163119477,-0.300336521,0.637641962,0.313208387,-0.271112217,0.003899906,-0.029653795,0.185828556,-0.522892862,0.981131447,-0.764662969,-0.820691184,0
BERY,15103010,0.020716294,0.009860592,0.480091777,-0.030995106,0.013773253,63050779.8,0.019093967,106.2854861,9.046544922,6.133253343,-0.508533802,2.148096926,91.13432064,5.413131337,0,6.104620533,6.724198955,4.914833508,0.942293645,73.55734112,103.834916,128.0861943,24.25127831,4.543462381,16.35500365,0.04226163,0.050930108,0.085115525,0,0.151749652,0.445909924,0.633941017,0.085032521,1.809365447,0.028135475,132840924,7890750886,15.15116545,1.116133176,,0,0.159764619,0.152279798,0.211037614,3.071987952,0.223210145,16.26729863,,0.016562245,0.091130157,1.789317948,0.408270679,0.113202003,0.113202003,0.273860246,0.176360541,0.157705534,0.052212869,0.32350016,0.216199102,0.118123042,0.185891749,-0.087667184,-0.379225155,-0.561938338,0.397730921,-0.27689144,-0.125100632,-0.028411071,0.339271883,0.561165405,-1.972020358,0.02657572,-0.764662969,-0.601515682,0
DUK/PA,55101010,0.006833796,-0.014448669,-1.618593946,-0.01507847,-0.15812948,1509792.06,1.48E-05,33.92415855,7.596885819,0,-0.508533802,3.021115296,19.74952798,4.904924594,4.0688717,6.577744752,10.39618834,13.06591289,9.280519481,82.16103896,155.8025974,222.3636364,61.66753247,1.303896104,-5.692207792,0.022058124,0.144585004,0.22393734,0,0.08462399,0.840700485,-0.846615768,-0.778338359,-2.669724554,0.034064244,769899467,19955794185,14.17463057,0.122260314,2.345454545,2.548051948,0.043573236,-0.001393682,,1.482815264,0.079538201,14.29689089,120.9511688,0.500267023,0.189233202,1.308802413,2.379148629,0.401087513,0.401087513,0.55157758,,,1.597844793,-0.026934165,,,,1.112406566,1.015327588,-0.205617671,1.657085006,-1.366836689,-0.269828222,-0.270114494,-0.286041791,0.662242021,-1.207110155,3,3,-0.642478195,0
SON,15103020,0.015661791,0.107633455,4.207897082,0.02295733,0.213412706,34919317.65,0.02071029,60.59472495,6.137769506,5.772467896,-0.508533802,0.666122809,51.89394046,-0.390029016,1.786474623,2.56301499,1.627463224,2.865112082,4.981157538,30.46353268,51.10961503,70.58047365,19.39836029,1.53760375,5.434989955,-0.005526019,-0.006436683,0.101292142,0,0.10536517,3.224564615,-0.333065696,-2.902914408,-1.237648858,0.012009268,97492115,6210247726,8.700784496,-0.552496553,0.072498326,0,0.159744732,0.072984975,0.040344638,1.827200325,-0.020106288,8.148287943,97.6795848,0.080989208,-0.006122904,0.951251569,0.304526849,0.025548873,0.025548873,0.127916608,0.04305492,0.053791917,-1.198256218,,,,,-0.342306447,-0.470885753,-0.611569159,-0.850711887,-0.673731533,-0.238464721,-0.600115712,-0.719731626,0.286237785,-0.637941692,-0.230671782,0.449798354,1.309836994,0
POR,55101010,0.010871971,0.091760304,5.927702461,0.155271689,0.893285163,31763048.34,0.014792657,26.93690833,3.918595685,0,-0.508533802,1.663305581,18.55319608,2.322171066,1.69676431,4.46511657,6.843906874,7.25572844,0.245735923,40.04378567,78.34508026,108.6041083,30.259028,1.228679616,-0.614339808,0.021381982,0.08620778,0.145473105,0,0.101535763,0.576637886,-0.457387236,-0.662514781,-0.411821566,0.025173934,89223903,4920698250,8.383712255,0.27912386,0,0,0.107602068,0.066405422,0.051515184,1.331487634,0.076743082,8.662836115,94.21084198,0.183840662,0.042106456,0.488429888,0.548667779,0.124096226,0.124096226,0.157077717,0.050390188,0.040432444,0.226033041,-0.031708473,-0.02072117,0.038408869,0.001617017,-0.175949667,-0.445478481,-0.649653824,-0.231588976,-1.049790744,-0.283609785,-0.278203477,-0.298207188,0.510675576,0.098802493,0.374710193,0.567637784,-0.759565611,0
BLL,15103010,0.019331828,0.020755359,1.010189518,-0.000185089,0.11815943,150640200,0.023842781,43.68597837,4.411325624,1.886664246,-0.508533802,0.824980032,37.09968896,3.419071096,0.740479561,2.174963786,4.296314033,5.23099363,1.162876324,26.46387413,52.06556291,64.20672811,11.96013697,1.368450766,-0.552289547,0.053250978,0.078264725,0.100978066,0,0.119686715,0.561599696,-0.020532652,0.07020396,-0.934679597,0.067808325,320638526,28857467340,6.58628941,0.679217001,0.18102824,0,0.200242956,0.133520781,0.093795076,2.309902514,0.285872236,7.265506412,116.4393279,-0.172385525,0.037989679,0.48539976,0.132890411,0.047736823,0.047736823,0.080727849,0.084675006,0.087376419,0.494945062,0.566256223,0.386952194,0.297759578,0.182236423,-0.402414609,-0.346916511,0.057278204,-0.284436271,-0.385588944,-0.194504536,0.103059335,0.612000584,1.237527963,0.103626012,-0.656268614,-0.408378546,-0.677497704,0
CMCSA,50201030,0.013148351,0.009486848,0.738586144,-0.11901582,-0.442366927,901425462,0.014801739,25.98307799,4.616431003,0,-0.508533802,0.875621947,18.34245052,3.10618954,0.998137264,3.02419647,6.194214916,2.131773722,0.464458096,21.41597192,38.95765687,60.13032032,20.77490127,2.019964897,-0.938130759,0.051657625,0.119546635,0.177670675,0,0.077307203,0.182323163,-0.003199334,-0.242186894,4.062441194,-0.015902986,4481316814,2.09815E+11,7.640627473,1.171709177,0.397762176,0,0.156792902,0.050526027,0.067177127,1.053214633,0.149516453,8.812336649,67.07822729,0.659011481,0.06634322,0.554956813,0.443718524,0.132298482,0.132298482,0.188217357,0.090827059,0.089239041,0.229632563,0.109400453,0.05607403,-0.108237767,0.105230272,-0.332309948,1.90411971,3,0.079539663,-0.871067179,-0.308952393,0.083997348,0.018529557,-0.189624264,-0.007098607,0.114473667,0.158514358,-1.189325919,0
DISCK,50201020,0.039644864,-0.142808102,-3.627173384,-0.282058654,-0.539596191,115504277.1,0.022275286,18.9198911,3.160684226,5.765841343,-0.508533802,0.938617502,13.12887883,2.01450456,0,2.630328052,4.298299468,0.554492303,1.193984962,20.45864662,30.43157895,50.82556391,17.99849624,6.335338346,5.430075188,0.039635656,0.106475484,0.167056153,0,0.095856095,0.662875616,0.249393594,-0.622480137,3.743807165,-0.034024268,660848122,16501377606,5.791012278,0.498329527,2.395488722,0,0.170811228,0.094421049,0.072159853,1.20302448,0.111926271,6.289341806,42.68278195,0.851584408,0.080676995,0.75770489,0.720804815,0.172138545,0.172138545,0.251875923,0.098773893,0.116382436,0.369593857,-0.166162995,0.137844908,,0.011485788,-0.204504017,-0.229326426,-0.307638028,0.26354311,1.209231819,-0.295309057,-0.059826752,-0.14507688,-0.498564923,-0.329843787,0.801548329,-0.764662969,-0.722135669,0
NXPI,45301020,0.031890014,-0.009824204,-0.022249637,-0.077755191,-0.03059212,439994579.7,0.022345089,43.00237021,11.10780072,11.00165014,1.654917972,1.426435678,27.48303923,8.056823274,2.236825888,4.411530263,11.83884101,3.466758058,0,39.88170903,54.92457819,80.42352391,24.55216534,10.12036559,9.166041138,0.100179933,0.187357656,0.258306709,0.174333002,,,2.184204779,3,8.372082953,-0.003919993,262552688,47789840270,15.51933098,1.281409435,0.946780381,0,0.324295396,,,1.624366262,0.328151231,16.80074041,212.7281238,0.02746032,0.044263396,0.236250798,0.134887185,0.06504143,0.06504143,0.092301617,,,4.428886809,,,,,-0.476162669,-0.342138482,0.616413847,-0.20390023,0.600381654,-0.256937028,0.664491048,0.796014477,0.01466778,0.50023459,-0.651317331,-0.232506507,0.072391239,0
APTV/PA,25101010,0.030485349,-0.012803819,0.020017441,-0.12520523,-0.222092591,3146042.91,5.14E-05,58.15439152,3.926752181,4.000320994,-0.508533802,0.564123026,51.38493671,1.416174353,0.232281382,2.842702628,2.829860702,2.669328947,0.483109603,25.09957221,43.53149432,75.24708659,30.96326892,17.9856911,24.44313321,0.018820321,0.024351976,0.067522883,0,,,0.360264036,-1.670066991,0.160531755,0.016686926,270915292,36971809899,6.769454809,0.272926105,0.752323352,0,0.128296468,,,0.826226775,0.045737237,7.042380914,144.8193141,-0.338342905,0.010377184,0.426133154,0.226887,0.020736138,0.020736138,0.051603876,,,-0.246750428,,,,,-0.471433381,-0.348739623,0.2969216,-0.638899354,0.490098333,-0.329624411,-0.308849746,-0.433156146,0.365984837,0.19796975,-0.423190772,-0.690956861,0.072391239,0
DOW,15101010,0.017359184,0.076351351,3.35210863,0.052904104,0.326307603,328673108,0.016143844,78.18192764,12.08373437,3.512132662,-0.321198515,0.940152784,62.74698611,9.225277918,2.766236616,3.351207153,11.92079081,2.979326871,1.01784266,20.54609354,59.35387943,85.61097594,25.52041092,4.66207083,12.31549067,0.107758121,0.117997576,0.154559177,0.015095656,0.193319135,2.00989069,0.839717422,3,8.941463939,0.003315159,728101842,46394649372,15.43494152,2.578846314,0.736685591,0,0.4310463,0.17981807,,0.84496822,0.361486261,18.01378784,81.35855096,1.74427114,0.144778373,1.226960572,0.400508646,0.187080835,0.187080835,0.282702257,,,2.490928204,,,,,-0.304685394,0.03067159,0.575209241,1.086415964,-0.540465521,-0.327917608,0.755152237,0.941100912,0.138016266,-1.076829957,0.007328662,1.11525902,0.823697961,0
BSY,45103010,0.030386296,0.085560269,2.152714415,-0.113972905,-0.136807775,36265703.4,0.031945834,3.187851862,0.704131719,1.704545902,2.347876868,0.029772127,2.316727636,0.277550308,0.105502308,0.166992508,0.802584448,0.060123004,0.066432258,5.753882836,8.150937132,9.532197507,1.381260375,0.391202125,-0.599791748,0.029117138,0.087064995,0.220879686,0.230172289,,,0.011562066,0.024848063,0.742461444,-0.048772713,309246081,13662491859,0.871124227,-0.031822675,0,0,,,,4.213771132,0.20093989,0.839301551,49.60911297,-0.720558692,0.006282261,0.072155995,0.031264382,0.018166239,0.018166239,0.018997319,,,,,,,,-0.50917495,-0.506461227,-0.391479721,-0.691466102,0.48232146,-0.021117265,-0.185664407,0.242343462,-0.750003783,0.761449431,-0.908264731,-0.661252974,0.072391239,1
MPC,10102030,0.019064687,0.110533836,4.251863717,0.685382328,1.901138832,517987123.4,0.026058145,221.0487877,7.71667758,4.163526692,-0.508533802,2.130167257,207.9356751,16.86338448,2.325683235,5.396435056,10.76503044,2.714908684,2.632042254,46.72359155,105.0228873,160.1267606,42.20422535,18.65669014,19.83802817,0.105312719,0.076288066,0.034909387,0,0.334160611,13.29191489,0.457161504,1.333796139,8.050121754,0.055039287,545000000,46597500000,13.11311264,0.874881455,12.89964789,0,1.045258851,0.175595142,0.058442207,1.169447689,0.39956626,13.98799409,129.0985915,0.381510923,0.197232567,2.585365938,0.493616671,0.125906789,0.125906789,0.16360227,0.092811107,0.138708977,,,0.47730556,0.251320687,0.493719202,-0.187102418,0.256209262,0.581200092,1.759773289,-0.406562726,-0.29836693,0.725896812,1.106839216,1.019835027,-3,0.238203182,0.413243255,2.690118235,1
STAA,35101020,0.051369926,0.0178323,0.681048177,-0.312254316,-0.26951045,35822050.4,0.06671726,4.911538663,0.768177407,3.048303597,1.204929533,0,4.067135492,0.588785437,0,0.076225764,0.657165881,0.283486359,0.076266028,0.570118487,1.518828112,7.125,5.606171888,3.917119786,4.721636098,0.082636553,0.119878001,0.156402598,0.138072506,0.191294232,0.713126536,0.931359591,3,0.373679522,0.030190304,47751663,3843053838,0.844403171,0.151274088,0,0,0.317870908,0.221436637,0.203261617,0.115298733,0.105024507,0.995677259,77.20926473,-0.769042734,0.007315922,0.061028065,0.069659193,0.00816558,0.00816558,0.012371735,0.205578778,0.18966585,1.622174409,0.483786634,0.672896469,1.532187373,,-0.546871349,-0.521829108,-0.673171572,-0.67819694,2.129792034,-0.394369358,0.454611872,-0.17511592,0.596197156,0.779163463,-0.813059363,-0.764662969,-0.190518673,0
KIM/PL,60101070,0.0067173,0.033945202,4.689007385,-0.004792035,-0.016419875,400228.17,9.11E-05,2.92752172,1.092781484,0.200004231,-0.508533802,0.38962066,1.834740236,1.712288718,0.768082846,0,1.203590492,0,0,12.34205799,13.48168812,30.06621884,16.23166623,0.600426748,0,0.056950584,0.5848936,0.373278694,0,0.071084537,1.135795292,-0.891311919,-0.047764806,1.203590492,0.016919262,618002532,15511863553,0,0.004055486,0.352832067,3.24E-05,0.123986237,-0.004119649,-0.006196688,0.760369134,0.105490631,0.004055486,37.19449573,-0.923165872,0.068218674,0.116634331,0.646679929,0.047951812,0.047951812,0.000161573,,,-0.295507072,0.373909879,0.15315644,,,-0.41032418,-0.365061779,-0.336861653,0.103614973,-1.375983008,-0.335622134,0.147319341,-0.173087173,0.369945805,0.690646448,0.617745187,0.560473522,-0.483959907,0
BX,40203010,0.034734649,-0.025188143,-0.16630823,0.675250877,1.540462252,478350672.8,0.012204965,30.85695957,17.90739362,0,-0.508533802,0.302637893,12.94956595,7.335778833,7.288695701,0,6.086567777,0.136588896,0.142274415,13.50200621,28.71292317,58.97418251,13.14340236,5.414141043,0,0.124389665,0.237734985,0.580335648,0,0.835087259,0.956560901,3,1.189988364,5.949978881,0.023498417,707180830,89769534560,0,2.294746685,17.11785699,0,0.620228871,2.057512479,0.57547871,1.038108722,0.558133932,2.294746685,152.2879966,-0.742855223,0.05778934,0.243083028,0.103540274,0.047948383,0.047948383,0.018077412,0.443187962,0.433132243,0.428958735,2.148022638,0.585646845,0.525616891,0.458269754,-0.461580759,-0.155905745,1.856213182,-0.03026695,0.823720124,-0.310328104,0.954122711,1.796984633,0.482110534,0.489358683,-0.729046431,1.721774801,1.893763158,0
MRNA,35201010,0.053146114,0.165020966,2.417907442,0.150624541,0.578378715,1229513205,0.044320406,52.52169201,37.89467531,6.627142367,0.668431452,0.048823139,13.93921308,34.00901013,0,0.687803617,31.14103113,0.885997596,0.483568075,1.73943662,24.72769953,64.80985915,40.08215962,23.74413146,16.69483568,0.524750564,0.647523125,0.721505227,0.09484098,1.291312012,1.576607629,3,3,30.25503353,0.057922925,407112376,70129177890,38.58247893,3.761484432,0,0,7.058129505,17.28625854,,0.055461201,0.848482478,42.34396336,150.7388732,2.461407183,0.197428365,0.304897782,0.23268408,0.180779236,0.180779236,0.245814254,,,26.12083497,,,,,-0.520212959,-0.294476978,1.276168435,1.762286755,2.269244422,-0.399818824,2.619982125,2.757662667,1.068996723,0.390958667,-0.408816093,-0.764662969,2.373711445,1
NLY/PF,40204010,0.008534178,0.015455305,1.138246006,0.025540442,0.333239225,1206840.99,7.39E-05,1.267052715,1.133396681,0,-0.508533802,-0.681484069,0.133656034,1.817618341,0.951248082,0,2.784040481,0,35.98511473,5.753682172,44.24511984,52.09410907,6.763075301,0.653587263,0,0.034891053,1.434524641,0.894514228,0,0.335439977,8.451584533,-1.304776576,-2.42268933,2.784040481,-0.018551467,365253063,8879301962,0,0.021669668,0.035233977,1.050679954,-0.378764434,-0.310170163,-0.050627205,6.17157063,0.268756189,0.021669668,66.48112357,-0.920551298,0.07476834,0.052120638,0.27820137,0.114522439,0.114522439,0.000891389,,,-0.432276187,,,,,-0.056222035,-0.361022966,-0.532743152,0.187693387,-1.233335951,0.157181548,-0.116588517,0.537505188,-0.234776885,0.793342778,-0.295949533,0.929811792,2.696723239,0
LBTYA,50101010,0.020257841,-0.021480629,-0.598578209,-0.010856921,0.092124858,28142294.22,0.006452764,15.56808685,1.281364315,3.427019584,-0.508533802,1.222290063,10.1198944,23.14318021,0,4.166828131,6.083376634,2.355679146,1.746998695,27.97619606,38.56012465,85.50550513,47.43478791,5.25939345,3.174296254,0.270663043,1.486578309,0.082307115,0,0.194439531,2.310620816,-1.02376347,1.803452524,3.727697488,0.227067049,511217319,13041153808,5.448192446,0.695301112,-0.489407436,0,-0.237965409,-0.046155099,0.002858045,0.626611735,0.48789467,6.143493558,49.48439387,0.571939569,0.907219922,0.610273887,1.859458562,0.238470272,0.238470272,0.240826874,0.025825791,-0.020429805,,0.156931328,1.121437629,,0.609492216,-0.156593144,-0.13775747,-0.409829891,2.96572736,-0.312885579,-0.347803558,2.619982125,1.491277272,2.580588944,-0.095155269,3,-0.764662969,1.062262946,0
BIO/B,35203010,0.027232038,-0.077671732,-2.331097388,0.014121691,0.202665778,137008.41,1.86E-07,95.28766409,16.99447476,36.53024686,0.619401036,0.17353568,73.86573242,-4.878964242,0,4.427456906,19.57583261,4.332031625,1.244212074,45.65105402,140.0054121,480.1957037,340.1902917,69.45688705,88.70109912,-0.010160366,-0.051202475,0.178349159,0.090890062,0.120186021,3.772227105,-0.260321462,-2.902914408,15.24380098,-0.041905342,29932438,17587103271,21.42193167,-4.723290893,,0,0.076181434,0.10972006,0.077822924,0.137850101,-0.014341868,16.69864078,,0.016562245,-0.008303772,0.162175206,0.578988174,0.033317164,0.033317164,0.028420316,0.067027104,0.061608943,-1.035878542,,,,,-0.4946745,-0.403118484,-0.275572955,-0.8787078,0.234673776,-0.392315582,-0.655558449,-0.694642729,-0.632925409,0.61815206,0.449893903,-0.764662969,1.585427788,0
OVV,10102020,0.032194414,0.145706223,3.273116164,1.359832234,1.935479954,237792853.6,0.022877597,33.01062933,3.996089343,1.735990322,-0.508533802,1.166369976,24.59296692,2.992003147,0.569253611,4.42157307,11.31123786,6.229377713,0.244755245,22.18337218,39.68919969,57.88655789,18.1973582,1.052836053,-7.051282051,0.051687356,0.090637568,0.121054625,0,0.351315769,,0.220310504,0.479342116,5.081860151,-0.03610263,258691896,13987470817,8.417662412,-0.022804875,0,0,0.636934639,0.05352335,0.021358341,1.232493595,0.164419643,8.394857538,75.44529138,0.416701066,0.055335734,0.61051654,0.336551844,0.209196188,0.209196188,0.155259063,0.113257195,,,0.117204827,-0.18863823,0.283091345,,-0.361029684,-0.397679336,-0.381882017,-0.061764022,0.624280763,-0.292625274,0.084353037,0.083393781,-0.533997883,-0.095541538,-0.151261277,-0.308756563,0.905558551,0
REG,60101070,0.01715174,0.08030865,3.521907784,0.248410813,1.053343249,69300973.92,0.023387307,7.26936391,2.603889892,0.442603602,-0.508533802,0.875211399,4.665474018,2.78143558,2.392962712,0,3.876871876,0,0,22.90673439,26.99624281,63.14499246,35.7213915,1.04111935,0,0.044048395,0.382624342,0.358200514,0,0.090339675,0.901591537,-0.651472612,0.332218805,3.876871876,-0.017347952,171372557,12225718216,0,0.006057044,0.427358144,0,0.184375084,0.020008643,0.009662735,0.641260976,0.077864704,0.006057044,93.63297319,-0.923700381,0.038988444,0.101897448,0.500720374,0.054343592,0.054343592,8.49E-05,0.028050085,0.019576215,2.133056647,0.943629737,0.179200391,0.17379135,0.246824598,-0.455282219,-0.435246656,-0.433912403,-0.271615072,-0.556752408,-0.346469436,-0.007035213,-0.293325471,-0.214258762,0.714105404,0.25581782,0.687880358,-0.565836896,0
MORN,40203040,0.02308251,0.009086114,0.470644197,0.181518758,0.756386491,35503366.4,0.016331995,40.68006407,6.761390364,13.52456338,-0.508533802,0.228381988,30.41928034,4.255355946,1.296474069,3.499393365,9.436590713,2.470227009,0.863741339,14.63048499,35.05080831,66.26789838,31.21709007,12.58429561,4.210161663,0.064214439,0.104605439,0.166208941,0,0.160567879,0.336770178,0.711964711,-0.501542053,6.966363704,-0.040909819,42767652,11682839497,10.26078373,1.517789296,0,0,0.205837382,0.1889368,0.191511003,0.496337945,0.136314946,11.77857302,276.0799307,-0.410242181,0.015577684,0.148918491,0.114277154,0.034544755,0.034544755,0.043118106,0.165686689,0.166089886,-0.277600276,0.135089703,0.016780326,0.032447042,0.041297725,-0.524320657,-0.507489372,-0.449945409,-0.57214026,-0.091114668,-0.359667726,0.234220037,-0.038928304,-0.615953242,0.639254805,-0.702422818,-0.559141544,-0.640469485,0
